Pressure 1;Pressure 2;Freq;Date;Time
3.20;3.20;0.00;04.06.2025;13:59:14
3.10;3.10;0.00;04.06.2025;13:59:15
3.01;2.99;0.00;04.06.2025;13:59:16
2.90;2.91;0.00;04.06.2025;13:59:17
2.84;2.85;0.00;04.06.2025;13:59:18
2.76;2.76;0.00;04.06.2025;13:59:19
2.68;2.67;0.00;04.06.2025;13:59:20
2.61;2.60;0.00;04.06.2025;13:59:21
2.50;2.48;0.00;04.06.2025;13:59:22
2.42;2.42;0.00;04.06.2025;13:59:23
2.31;2.31;0.00;04.06.2025;13:59:24
2.27;2.23;0.00;04.06.2025;13:59:25
2.16;2.14;0.00;04.06.2025;13:59:26
2.06;2.11;0.00;04.06.2025;13:59:27
1.98;1.99;0.00;04.06.2025;13:59:28
1.91;1.87;0.00;04.06.2025;13:59:29
1.85;1.84;0.00;04.06.2025;13:59:30
1.76;1.79;0.00;04.06.2025;13:59:31
1.65;1.64;0.00;04.06.2025;13:59:32
1.58;1.60;0.00;04.06.2025;13:59:33
1.51;1.53;0.00;04.06.2025;13:59:34
1.42;1.43;0.00;04.06.2025;13:59:35
1.33;1.34;0.00;04.06.2025;13:59:36
1.25;1.23;0.00;04.06.2025;13:59:37
1.16;1.14;0.00;04.06.2025;13:59:38
1.09;1.05;0.00;04.06.2025;13:59:39
1.00;0.99;0.00;04.06.2025;13:59:40
1.00;0.96;5274.20;04.06.2025;13:59:40
1.03;1.00;5261.53;04.06.2025;13:59:41
1.04;1.07;5297.93;04.06.2025;13:59:42
1.08;1.08;5365.11;04.06.2025;13:59:43
1.11;1.14;5302.75;04.06.2025;13:59:44
1.12;1.17;5230.54;04.06.2025;13:59:45
1.15;1.11;5066.07;04.06.2025;13:59:46
1.19;1.18;5356.43;04.06.2025;13:59:47
1.20;1.17;5285.13;04.06.2025;13:59:48
1.23;1.26;5218.17;04.06.2025;13:59:49
1.25;1.24;5207.18;04.06.2025;13:59:50
1.28;1.27;5309.53;04.06.2025;13:59:51
1.31;1.29;5285.20;04.06.2025;13:59:52
1.32;1.32;5220.11;04.06.2025;13:59:53
1.35;1.38;5203.46;04.06.2025;13:59:54
1.38;1.38;5306.36;04.06.2025;13:59:55
1.39;1.41;5313.18;04.06.2025;13:59:56
1.43;1.38;5249.25;04.06.2025;13:59:57
1.45;1.46;5277.48;04.06.2025;13:59:58
1.49;1.46;5210.85;04.06.2025;13:59:59
1.51;1.49;5170.27;04.06.2025;14:00:00
1.53;1.57;5140.70;04.06.2025;14:00:01
1.54;1.57;5147.08;04.06.2025;14:00:02
1.58;1.56;4966.08;04.06.2025;14:00:03
1.62;1.58;4940.47;04.06.2025;14:00:04
1.61;1.63;5265.48;04.06.2025;14:00:05
1.65;1.64;5319.35;04.06.2025;14:00:06
1.68;1.64;5154.15;04.06.2025;14:00:07
1.69;1.72;5392.11;04.06.2025;14:00:08
1.74;1.74;4950.70;04.06.2025;14:00:09
1.73;1.74;5209.30;04.06.2025;14:00:10
1.77;1.76;5069.74;04.06.2025;14:00:11
1.82;1.79;5223.43;04.06.2025;14:00:12
1.82;1.82;5329.82;04.06.2025;14:00:13
1.83;1.86;5226.45;04.06.2025;14:00:14
1.86;1.86;5168.83;04.06.2025;14:00:15
1.90;1.88;5260.30;04.06.2025;14:00:16
1.93;1.94;5313.13;04.06.2025;14:00:17
1.96;1.96;5026.49;04.06.2025;14:00:18
1.99;1.96;5286.80;04.06.2025;14:00:19
1.99;1.98;5270.85;04.06.2025;14:00:20
2.03;2.01;5138.75;04.06.2025;14:00:21
2.05;2.06;5329.99;04.06.2025;14:00:22
2.08;2.07;5069.05;04.06.2025;14:00:23
2.10;2.08;5476.38;04.06.2025;14:00:24
2.11;2.11;5270.52;04.06.2025;14:00:25
2.14;2.13;5256.96;04.06.2025;14:00:26
2.17;2.18;5025.40;04.06.2025;14:00:27
2.19;2.16;5357.49;04.06.2025;14:00:28
2.23;2.23;5352.92;04.06.2025;14:00:29
2.24;2.26;5153.30;04.06.2025;14:00:30
2.28;2.26;5333.39;04.06.2025;14:00:31
2.28;2.35;5068.35;04.06.2025;14:00:32
2.30;2.32;5234.28;04.06.2025;14:00:33
2.33;2.30;5212.17;04.06.2025;14:00:34
2.37;2.34;5267.28;04.06.2025;14:00:35
2.42;2.42;5194.62;04.06.2025;14:00:36
2.43;2.44;5287.12;04.06.2025;14:00:37
2.47;2.45;5149.73;04.06.2025;14:00:38
2.47;2.50;5122.81;04.06.2025;14:00:39
2.48;2.48;5135.78;04.06.2025;14:00:40
2.53;2.50;5046.71;04.06.2025;14:00:41
2.57;2.52;5149.49;04.06.2025;14:00:42
2.60;2.61;5175.62;04.06.2025;14:00:43
2.62;2.56;5108.23;04.06.2025;14:00:44
2.65;2.64;5389.22;04.06.2025;14:00:45
2.67;2.65;5141.00;04.06.2025;14:00:46
2.65;2.71;5277.68;04.06.2025;14:00:47
2.70;2.76;5270.76;04.06.2025;14:00:48
2.73;2.69;5334.25;04.06.2025;14:00:49
2.77;2.76;5492.08;04.06.2025;14:00:50
2.79;2.74;5122.28;04.06.2025;14:00:51
2.82;2.80;5335.58;04.06.2025;14:00:52
2.83;2.86;5296.95;04.06.2025;14:00:53
2.86;2.84;5203.68;04.06.2025;14:00:54
2.90;2.88;5178.61;04.06.2025;14:00:55
2.89;2.92;5315.76;04.06.2025;14:00:56
2.93;2.95;5293.62;04.06.2025;14:00:57
2.94;2.92;5157.50;04.06.2025;14:00:58
2.99;2.99;5203.25;04.06.2025;14:00:59
2.97;3.03;5112.78;04.06.2025;14:01:00
3.02;3.08;5186.75;04.06.2025;14:01:01
3.08;2.99;5333.96;04.06.2025;14:01:02
3.09;3.06;5257.64;04.06.2025;14:01:03
3.07;3.12;5313.55;04.06.2025;14:01:04
3.14;3.11;5281.26;04.06.2025;14:01:05
3.17;3.16;5312.41;04.06.2025;14:01:06
3.17;3.23;5271.91;04.06.2025;14:01:07
3.23;3.19;5221.03;04.06.2025;14:01:08
3.23;3.24;5307.15;04.06.2025;14:01:09
3.24;3.24;5361.45;04.06.2025;14:01:10
3.26;3.29;5142.28;04.06.2025;14:01:11
3.31;3.32;5297.08;04.06.2025;14:01:12
3.33;3.30;5337.49;04.06.2025;14:01:13
3.34;3.32;5370.90;04.06.2025;14:01:14
3.40;3.42;5508.95;04.06.2025;14:01:15
3.41;3.39;5068.48;04.06.2025;14:01:16
3.45;3.37;5261.20;04.06.2025;14:01:17
3.46;3.48;5045.64;04.06.2025;14:01:18
3.51;3.48;5126.86;04.06.2025;14:01:19
3.47;3.54;5161.57;04.06.2025;14:01:20
3.52;3.57;5238.03;04.06.2025;14:01:21
3.57;3.56;5017.88;04.06.2025;14:01:22
3.57;3.55;5313.05;04.06.2025;14:01:23
3.61;3.63;4889.72;04.06.2025;14:01:24
3.65;3.62;5273.18;04.06.2025;14:01:25
3.68;3.63;5288.70;04.06.2025;14:01:26
3.67;3.66;5181.16;04.06.2025;14:01:27
3.67;3.71;4959.98;04.06.2025;14:01:28
3.76;3.74;5173.57;04.06.2025;14:01:29
3.78;3.79;5173.87;04.06.2025;14:01:30
3.74;3.81;5220.60;04.06.2025;14:01:31
3.81;3.81;5158.81;04.06.2025;14:01:32
3.81;3.83;5207.08;04.06.2025;14:01:33
3.82;3.84;5398.22;04.06.2025;14:01:34
3.87;3.85;5262.22;04.06.2025;14:01:35
3.90;3.88;5375.93;04.06.2025;14:01:36
3.95;3.87;5366.37;04.06.2025;14:01:37
3.96;3.94;5270.06;04.06.2025;14:01:38
3.98;3.98;5362.77;04.06.2025;14:01:39
4.03;4.00;5267.59;04.06.2025;14:01:40
4.02;4.03;5253.41;04.06.2025;14:01:41
4.02;4.07;5281.27;04.06.2025;14:01:42
4.08;4.06;5170.33;04.06.2025;14:01:43
4.08;4.10;5009.80;04.06.2025;14:01:44
4.15;4.12;5120.35;04.06.2025;14:01:45
4.13;4.15;5332.24;04.06.2025;14:01:46
4.19;4.21;5063.40;04.06.2025;14:01:47
4.23;4.15;5198.90;04.06.2025;14:01:48
4.20;4.25;5202.63;04.06.2025;14:01:49
4.27;4.29;5220.25;04.06.2025;14:01:50
4.31;4.28;5241.14;04.06.2025;14:01:51
4.31;4.28;5160.60;04.06.2025;14:01:52
4.31;4.34;5318.98;04.06.2025;14:01:53
4.33;4.40;5357.10;04.06.2025;14:01:54
4.39;4.32;5372.31;04.06.2025;14:01:55
4.37;4.38;5256.82;04.06.2025;14:01:56
4.43;4.39;5310.28;04.06.2025;14:01:57
4.42;4.48;5372.72;04.06.2025;14:01:58
4.46;4.49;5322.14;04.06.2025;14:01:59
4.47;4.48;5247.32;04.06.2025;14:02:00
4.56;4.56;5380.08;04.06.2025;14:02:01
4.57;4.57;5308.19;04.06.2025;14:02:02
4.56;4.55;5282.39;04.06.2025;14:02:03
4.59;4.60;5257.49;04.06.2025;14:02:04
4.64;4.62;5075.10;04.06.2025;14:02:05
4.61;4.65;5332.61;04.06.2025;14:02:06
4.71;4.68;5356.95;04.06.2025;14:02:07
4.70;4.73;5347.10;04.06.2025;14:02:08
4.73;4.72;5257.72;04.06.2025;14:02:09
4.73;4.76;5151.47;04.06.2025;14:02:10
4.81;4.79;5367.81;04.06.2025;14:02:11
4.78;4.80;5219.87;04.06.2025;14:02:12
4.83;4.82;5314.02;04.06.2025;14:02:13
4.87;4.82;5165.44;04.06.2025;14:02:14
4.91;4.87;5294.86;04.06.2025;14:02:15
4.85;4.87;5266.80;04.06.2025;14:02:16
4.96;4.94;5053.69;04.06.2025;14:02:17
4.98;4.93;5173.21;04.06.2025;14:02:18
5.00;4.97;5203.09;04.06.2025;14:02:19
5.01;5.00;5016.52;04.06.2025;14:02:20
4.98;5.02;5424.39;04.06.2025;14:02:21
5.04;5.07;5185.73;04.06.2025;14:02:22
5.10;5.06;5132.29;04.06.2025;14:02:23
5.10;5.15;5166.96;04.06.2025;14:02:24
5.13;5.12;5185.15;04.06.2025;14:02:25
5.18;5.13;5187.31;04.06.2025;14:02:26
5.22;5.15;5032.09;04.06.2025;14:02:27
5.24;5.22;5186.97;04.06.2025;14:02:28
5.22;5.25;5163.61;04.06.2025;14:02:29
5.30;5.31;5347.30;04.06.2025;14:02:30
5.27;5.27;5311.21;04.06.2025;14:02:31
5.27;5.29;5238.93;04.06.2025;14:02:32
5.30;5.33;5192.78;04.06.2025;14:02:33
5.37;5.34;5410.63;04.06.2025;14:02:34
5.42;5.34;5082.40;04.06.2025;14:02:35
5.44;5.42;5267.49;04.06.2025;14:02:36
5.45;5.43;5177.01;04.06.2025;14:02:37
5.44;5.46;5323.14;04.06.2025;14:02:38
5.45;5.45;5254.92;04.06.2025;14:02:39
5.55;5.48;5216.42;04.06.2025;14:02:40
5.56;5.51;5317.07;04.06.2025;14:02:41
5.60;5.54;5335.01;04.06.2025;14:02:42
5.59;5.62;5191.88;04.06.2025;14:02:43
5.59;5.61;5193.33;04.06.2025;14:02:44
5.68;5.61;5267.69;04.06.2025;14:02:45
5.59;5.61;5254.94;04.06.2025;14:02:46
5.65;5.67;5302.27;04.06.2025;14:02:47
5.71;5.73;5193.70;04.06.2025;14:02:48
5.76;5.73;5371.40;04.06.2025;14:02:49
5.79;5.77;5328.67;04.06.2025;14:02:50
5.75;5.76;5136.92;04.06.2025;14:02:51
5.78;5.86;5276.11;04.06.2025;14:02:52
5.79;5.84;5250.89;04.06.2025;14:02:53
5.79;5.83;5051.43;04.06.2025;14:02:54
5.82;5.83;5054.93;04.06.2025;14:02:55
5.87;5.90;5264.69;04.06.2025;14:02:56
5.89;5.91;5224.25;04.06.2025;14:02:57
6.00;5.92;5267.69;04.06.2025;14:02:58
5.94;6.00;5342.16;04.06.2025;14:02:59
6.02;6.05;5238.72;04.06.2025;14:03:00
6.08;6.01;5295.96;04.06.2025;14:03:01
6.09;6.03;5342.55;04.06.2025;14:03:02
6.11;6.08;5153.27;04.06.2025;14:03:03
6.06;6.07;5419.79;04.06.2025;14:03:04
6.11;6.11;5190.09;04.06.2025;14:03:05
6.11;6.10;5175.07;04.06.2025;14:03:06
6.21;6.15;5275.46;04.06.2025;14:03:07
6.21;6.21;5220.68;04.06.2025;14:03:08
6.25;6.23;5028.04;04.06.2025;14:03:09
6.30;6.23;5330.54;04.06.2025;14:03:10
6.33;6.27;5232.90;04.06.2025;14:03:11
6.35;6.27;5225.80;04.06.2025;14:03:12
6.29;6.31;5121.10;04.06.2025;14:03:13
6.40;6.36;5036.67;04.06.2025;14:03:14
6.44;6.37;5258.21;04.06.2025;14:03:15
6.43;6.38;5240.80;04.06.2025;14:03:16
6.39;6.40;5167.29;04.06.2025;14:03:17
6.46;6.47;5346.67;04.06.2025;14:03:18
6.51;6.52;5036.11;04.06.2025;14:03:19
6.45;6.47;5269.91;04.06.2025;14:03:20
6.48;6.53;5228.20;04.06.2025;14:03:21
6.53;6.59;5221.36;04.06.2025;14:03:22
6.52;6.56;5310.99;04.06.2025;14:03:23
6.55;6.63;5307.14;04.06.2025;14:03:24
6.65;6.67;5105.43;04.06.2025;14:03:25
6.64;6.63;5221.87;04.06.2025;14:03:26
6.63;6.64;5036.00;04.06.2025;14:03:27
6.77;6.71;5123.64;04.06.2025;14:03:28
6.72;6.77;5241.08;04.06.2025;14:03:29
6.79;6.79;5504.49;04.06.2025;14:03:30
6.78;6.73;5074.92;04.06.2025;14:03:31
6.82;6.78;5162.25;04.06.2025;14:03:32
6.82;6.83;5479.82;04.06.2025;14:03:33
6.80;6.85;5136.15;04.06.2025;14:03:34
6.92;6.86;5360.84;04.06.2025;14:03:35
6.91;6.86;5067.33;04.06.2025;14:03:36
6.89;6.93;5213.55;04.06.2025;14:03:37
6.95;6.95;5164.97;04.06.2025;14:03:38
7.04;6.96;5236.43;04.06.2025;14:03:39
6.96;6.99;5312.12;04.06.2025;14:03:40
7.09;7.08;5244.89;04.06.2025;14:03:41
7.01;7.05;5249.19;04.06.2025;14:03:42
7.01;7.06;5323.00;04.06.2025;14:03:43
7.03;7.13;5393.67;04.06.2025;14:03:44
7.18;7.12;5094.35;04.06.2025;14:03:45
7.22;7.13;5243.41;04.06.2025;14:03:46
7.18;7.21;5195.36;04.06.2025;14:03:47
7.26;7.21;5176.19;04.06.2025;14:03:48
7.24;7.18;5346.37;04.06.2025;14:03:49
7.29;7.24;5127.04;04.06.2025;14:03:50
7.32;7.28;5191.69;04.06.2025;14:03:51
7.30;7.32;5179.33;04.06.2025;14:03:52
7.27;7.28;5232.61;04.06.2025;14:03:53
7.40;7.35;5163.75;04.06.2025;14:03:54
7.36;7.39;5254.02;04.06.2025;14:03:55
7.43;7.39;5350.83;04.06.2025;14:03:56
7.43;7.43;5328.59;04.06.2025;14:03:57
7.40;7.41;5144.50;04.06.2025;14:03:58
7.49;7.46;5244.06;04.06.2025;14:03:59
7.53;7.48;5154.61;04.06.2025;14:04:00
7.46;7.51;5276.42;04.06.2025;14:04:01
7.50;7.52;5158.79;04.06.2025;14:04:02
7.55;7.56;5149.91;04.06.2025;14:04:03
7.64;7.58;5109.16;04.06.2025;14:04:04
7.57;7.61;5209.20;04.06.2025;14:04:05
7.69;7.66;5120.37;04.06.2025;14:04:06
7.66;7.69;5323.31;04.06.2025;14:04:07
7.65;7.69;5168.98;04.06.2025;14:04:08
7.73;7.74;5120.64;04.06.2025;14:04:09
7.72;7.79;5505.14;04.06.2025;14:04:10
7.75;7.76;5232.69;04.06.2025;14:04:11
7.83;7.83;5008.15;04.06.2025;14:04:12
7.80;7.77;5248.14;04.06.2025;14:04:13
7.89;7.86;5084.51;04.06.2025;14:04:14
7.84;7.88;5253.43;04.06.2025;14:04:15
7.89;7.89;5188.32;04.06.2025;14:04:16
7.97;7.94;5365.51;04.06.2025;14:04:17
7.99;7.95;5166.20;04.06.2025;14:04:18
8.01;8.02;5208.81;04.06.2025;14:04:19
7.98;8.04;5074.24;04.06.2025;14:04:20
8.06;8.09;5148.43;04.06.2025;14:04:21
7.98;8.00;5258.33;04.06.2025;14:04:22
8.07;8.06;5177.15;04.06.2025;14:04:23
8.14;8.09;5208.88;04.06.2025;14:04:24
8.12;8.14;5255.61;04.06.2025;14:04:25
8.21;8.16;5158.13;04.06.2025;14:04:26
8.14;8.18;5064.10;04.06.2025;14:04:27
8.24;8.23;5306.05;04.06.2025;14:04:28
8.16;8.27;5092.62;04.06.2025;14:04:29
8.17;8.25;5209.36;04.06.2025;14:04:30
8.33;8.28;5130.64;04.06.2025;14:04:31
8.36;8.27;5187.63;04.06.2025;14:04:32
8.32;8.31;5187.39;04.06.2025;14:04:33
8.31;8.36;5140.84;04.06.2025;14:04:34
8.37;8.37;5350.11;04.06.2025;14:04:35
8.39;8.36;5395.61;04.06.2025;14:04:36
8.37;8.45;5007.88;04.06.2025;14:04:37
8.44;8.47;5183.54;04.06.2025;14:04:38
8.54;8.50;5068.62;04.06.2025;14:04:39
8.55;8.52;5321.56;04.06.2025;14:04:40
8.53;8.54;5079.26;04.06.2025;14:04:41
8.47;8.54;5171.72;04.06.2025;14:04:42
8.64;8.56;5171.20;04.06.2025;14:04:43
8.63;8.61;5087.14;04.06.2025;14:04:44
8.63;8.64;5018.42;04.06.2025;14:04:45
8.63;8.65;5323.77;04.06.2025;14:04:46
8.73;8.68;5356.64;04.06.2025;14:04:47
8.76;8.71;5194.53;04.06.2025;14:04:48
8.64;8.74;5239.10;04.06.2025;14:04:49
8.84;8.74;5102.74;04.06.2025;14:04:50
8.70;8.74;5224.86;04.06.2025;14:04:51
8.80;8.78;5192.89;04.06.2025;14:04:52
8.74;8.84;5255.90;04.06.2025;14:04:53
8.85;8.87;5374.72;04.06.2025;14:04:54
8.88;8.90;5114.24;04.06.2025;14:04:55
8.87;8.90;5176.10;04.06.2025;14:04:56
8.96;8.95;5327.00;04.06.2025;14:04:57
8.98;8.94;5261.96;04.06.2025;14:04:58
8.89;8.95;5307.86;04.06.2025;14:04:59
8.92;9.00;4963.46;04.06.2025;14:05:00
9.10;9.03;5195.54;04.06.2025;14:05:01
9.06;9.05;5272.28;04.06.2025;14:05:02
9.01;9.10;5177.33;04.06.2025;14:05:03
9.04;9.13;5275.61;04.06.2025;14:05:04
9.10;9.09;5238.24;04.06.2025;14:05:05
9.10;9.14;5134.00;04.06.2025;14:05:06
9.09;9.22;5414.04;04.06.2025;14:05:07
9.26;9.23;5070.93;04.06.2025;14:05:08
9.30;9.22;5193.27;04.06.2025;14:05:09
9.19;9.21;5217.83;04.06.2025;14:05:10
9.25;9.31;5322.52;04.06.2025;14:05:11
9.23;9.31;5138.90;04.06.2025;14:05:12
9.36;9.29;5154.54;04.06.2025;14:05:13
9.40;9.32;5196.98;04.06.2025;14:05:14
9.33;9.36;5345.60;04.06.2025;14:05:15
9.35;9.42;5234.14;04.06.2025;14:05:16
9.36;9.41;5160.67;04.06.2025;14:05:17
9.41;9.46;5352.45;04.06.2025;14:05:18
9.44;9.47;5081.04;04.06.2025;14:05:19
9.48;9.46;5130.46;04.06.2025;14:05:20
9.44;9.51;5165.60;04.06.2025;14:05:21
9.47;9.56;5270.65;04.06.2025;14:05:22
9.61;9.59;5288.38;04.06.2025;14:05:23
9.61;9.59;5367.18;04.06.2025;14:05:24
9.59;9.69;5346.53;04.06.2025;14:05:25
9.71;9.66;5250.82;04.06.2025;14:05:26
9.73;9.69;5217.80;04.06.2025;14:05:27
9.67;9.68;5311.73;04.06.2025;14:05:28
9.74;9.71;5155.77;04.06.2025;14:05:29
9.68;9.71;5211.24;04.06.2025;14:05:30
9.73;9.80;5367.79;04.06.2025;14:05:31
9.78;9.81;5347.55;04.06.2025;14:05:32
9.79;9.82;5197.60;04.06.2025;14:05:33
9.82;9.83;5339.92;04.06.2025;14:05:34
9.92;9.88;5365.76;04.06.2025;14:05:35
9.89;9.90;5239.90;04.06.2025;14:05:36
9.89;9.94;5126.82;04.06.2025;14:05:37
9.94;9.92;5340.59;04.06.2025;14:05:38
9.94;9.94;5027.92;04.06.2025;14:05:39
9.93;9.98;5255.08;04.06.2025;14:05:40
9.97;10.03;0.00;04.06.2025;14:05:41
10.03;10.02;0.00;04.06.2025;14:05:42
9.95;9.97;0.00;04.06.2025;14:05:43
10.02;9.99;0.00;04.06.2025;14:05:44
10.06;9.97;0.00;04.06.2025;14:05:45
10.07;10.01;0.00;04.06.2025;14:05:46
9.94;9.99;0.00;04.06.2025;14:05:47
9.96;10.02;0.00;04.06.2025;14:05:48
10.08;9.98;0.00;04.06.2025;14:05:49
9.92;9.95;0.00;04.06.2025;14:05:50
10.03;10.02;0.00;04.06.2025;14:05:51
10.04;10.03;0.00;04.06.2025;14:05:52
10.09;10.02;0.00;04.06.2025;14:05:53
9.92;9.99;0.00;04.06.2025;14:05:54
10.04;10.01;0.00;04.06.2025;14:05:55
10.10;10.01;0.00;04.06.2025;14:05:56
9.98;10.00;0.00;04.06.2025;14:05:57
9.99;9.98;0.00;04.06.2025;14:05:58
9.93;9.96;0.00;04.06.2025;14:05:59
9.93;9.99;0.00;04.06.2025;14:06:00
10.02;10.00;0.00;04.06.2025;14:06:01
10.05;10.04;0.00;04.06.2025;14:06:02
10.03;10.00;0.00;04.06.2025;14:06:03
9.92;10.02;0.00;04.06.2025;14:06:04
10.03;9.98;0.00;04.06.2025;14:06:05
9.90;10.00;0.00;04.06.2025;14:06:06
9.98;10.01;0.00;04.06.2025;14:06:07
9.96;10.00;0.00;04.06.2025;14:06:08
9.91;10.00;0.00;04.06.2025;14:06:09
10.07;10.01;0.00;04.06.2025;14:06:10
10.07;9.98;0.00;04.06.2025;14:06:11
10.09;10.00;0.00;04.06.2025;14:06:12
9.98;9.98;0.00;04.06.2025;14:06:13
9.95;9.99;0.00;04.06.2025;14:06:14
9.90;10.04;0.00;04.06.2025;14:06:15
9.96;9.98;0.00;04.06.2025;14:06:16
10.01;10.04;0.00;04.06.2025;14:06:17
10.06;10.02;0.00;04.06.2025;14:06:18
10.09;9.99;0.00;04.06.2025;14:06:19
10.01;9.99;0.00;04.06.2025;14:06:20
9.91;10.03;0.00;04.06.2025;14:06:21
10.02;9.99;0.00;04.06.2025;14:06:22
9.91;10.02;0.00;04.06.2025;14:06:23
9.91;10.05;0.00;04.06.2025;14:06:24
10.07;10.03;0.00;04.06.2025;14:06:25
10.06;9.98;0.00;04.06.2025;14:06:26
10.06;10.03;0.00;04.06.2025;14:06:27
10.08;10.02;0.00;04.06.2025;14:06:28
9.97;9.98;0.00;04.06.2025;14:06:29
9.96;10.00;0.00;04.06.2025;14:06:30
10.05;10.01;0.00;04.06.2025;14:06:31
9.95;9.95;0.00;04.06.2025;14:06:32
9.94;10.01;0.00;04.06.2025;14:06:33
9.97;9.99;0.00;04.06.2025;14:06:34
10.03;10.03;0.00;04.06.2025;14:06:35
10.03;10.02;0.00;04.06.2025;14:06:36
9.97;10.00;0.00;04.06.2025;14:06:37
9.98;9.97;0.00;04.06.2025;14:06:38
9.92;10.00;0.00;04.06.2025;14:06:39
10.00;9.97;0.00;04.06.2025;14:06:40
9.86;9.94;0.00;04.06.2025;14:06:41
9.83;9.81;0.00;04.06.2025;14:06:42
9.71;9.78;0.00;04.06.2025;14:06:43
9.69;9.66;0.00;04.06.2025;14:06:44
9.60;9.59;0.00;04.06.2025;14:06:45
9.43;9.51;0.00;04.06.2025;14:06:46
9.47;9.37;0.00;04.06.2025;14:06:47
9.42;9.33;0.00;04.06.2025;14:06:48
9.16;9.28;0.00;04.06.2025;14:06:49
9.21;9.18;0.00;04.06.2025;14:06:50
9.11;9.10;0.00;04.06.2025;14:06:51
8.97;9.00;0.00;04.06.2025;14:06:52
8.98;8.92;0.00;04.06.2025;14:06:53
8.92;8.81;0.00;04.06.2025;14:06:54
8.74;8.75;0.00;04.06.2025;14:06:55
8.70;8.69;0.00;04.06.2025;14:06:56
8.52;8.57;0.00;04.06.2025;14:06:57
8.50;8.49;0.00;04.06.2025;14:06:58
8.43;8.42;0.00;04.06.2025;14:06:59
8.26;8.34;0.00;04.06.2025;14:07:00
8.32;8.29;0.00;04.06.2025;14:07:01
8.15;8.17;0.00;04.06.2025;14:07:02
8.16;8.03;0.00;04.06.2025;14:07:03
7.93;7.98;0.00;04.06.2025;14:07:04
7.93;7.91;0.00;04.06.2025;14:07:05
7.80;7.84;0.00;04.06.2025;14:07:06
7.81;7.77;0.00;04.06.2025;14:07:07
7.60;7.66;0.00;04.06.2025;14:07:08
7.59;7.58;0.00;04.06.2025;14:07:09
7.46;7.49;0.00;04.06.2025;14:07:10
7.49;7.44;0.00;04.06.2025;14:07:11
7.29;7.31;0.00;04.06.2025;14:07:12
7.28;7.26;0.00;04.06.2025;14:07:13
7.11;7.17;0.00;04.06.2025;14:07:14
7.08;7.12;0.00;04.06.2025;14:07:15
7.04;6.96;0.00;04.06.2025;14:07:16
6.92;6.88;0.00;04.06.2025;14:07:17
6.77;6.83;0.00;04.06.2025;14:07:18
6.76;6.77;0.00;04.06.2025;14:07:19
6.73;6.67;0.00;04.06.2025;14:07:20
6.63;6.56;0.00;04.06.2025;14:07:21
6.53;6.48;0.00;04.06.2025;14:07:22
6.43;6.39;0.00;04.06.2025;14:07:23
6.39;6.37;0.00;04.06.2025;14:07:24
6.30;6.26;0.00;04.06.2025;14:07:25
6.13;6.19;0.00;04.06.2025;14:07:26
6.13;6.08;0.00;04.06.2025;14:07:27
6.04;5.95;0.00;04.06.2025;14:07:28
5.94;5.93;0.00;04.06.2025;14:07:29
5.82;5.84;0.00;04.06.2025;14:07:30
5.75;5.75;0.00;04.06.2025;14:07:31
5.68;5.66;0.00;04.06.2025;14:07:32
5.56;5.58;0.00;04.06.2025;14:07:33
5.48;5.47;0.00;04.06.2025;14:07:34
5.39;5.44;0.00;04.06.2025;14:07:35
5.38;5.34;0.00;04.06.2025;14:07:36
5.26;5.23;0.00;04.06.2025;14:07:37
5.20;5.20;0.00;04.06.2025;14:07:38
5.12;5.08;0.00;04.06.2025;14:07:39
4.99;4.97;0.00;04.06.2025;14:07:40
4.93;4.95;0.00;04.06.2025;14:07:41
4.88;4.83;0.00;04.06.2025;14:07:42
4.78;4.76;0.00;04.06.2025;14:07:43
4.64;4.70;0.00;04.06.2025;14:07:44
4.59;4.56;0.00;04.06.2025;14:07:45
4.54;4.52;0.00;04.06.2025;14:07:46
4.41;4.42;0.00;04.06.2025;14:07:47
4.36;4.29;0.00;04.06.2025;14:07:48
4.23;4.19;0.00;04.06.2025;14:07:49
4.19;4.15;0.00;04.06.2025;14:07:50
4.11;4.10;0.00;04.06.2025;14:07:51
4.00;4.03;0.00;04.06.2025;14:07:52
3.88;3.91;0.00;04.06.2025;14:07:53
3.87;3.84;0.00;04.06.2025;14:07:54
3.72;3.78;0.00;04.06.2025;14:07:55
3.70;3.64;0.00;04.06.2025;14:07:56
3.56;3.60;0.00;04.06.2025;14:07:57
3.49;3.52;0.00;04.06.2025;14:07:58
3.45;3.40;0.00;04.06.2025;14:07:59
3.32;3.29;0.00;04.06.2025;14:08:00
3.28;3.26;0.00;04.06.2025;14:08:01
3.16;3.17;0.00;04.06.2025;14:08:02
3.09;3.10;0.00;04.06.2025;14:08:03
2.99;3.03;0.00;04.06.2025;14:08:04
2.94;2.91;0.00;04.06.2025;14:08:05
2.83;2.81;0.00;04.06.2025;14:08:06
2.76;2.75;0.00;04.06.2025;14:08:07
2.69;2.68;0.00;04.06.2025;14:08:08
2.60;2.58;0.00;04.06.2025;14:08:09
2.49;2.52;0.00;04.06.2025;14:08:10
2.41;2.39;0.00;04.06.2025;14:08:11
2.34;2.32;0.00;04.06.2025;14:08:12
2.23;2.28;0.00;04.06.2025;14:08:13
2.17;2.13;0.00;04.06.2025;14:08:14
2.07;2.12;0.00;04.06.2025;14:08:15
2.02;2.02;0.00;04.06.2025;14:08:16
